time,parent,analyte,matrix,conc,replicate,microMexp
15,fipronil,fipsulf,microsomes,1.316915121,3,150
30,fipronil,fipsulf,microsomes,1.847166036,1,150
30,fipronil,fipsulf,microsomes,2.06265471,2,150
30,fipronil,fipsulf,microsomes,2.225655093,3,150
60,fipronil,fipsulf,microsomes,3.029089226,1,150
60,fipronil,fipsulf,microsomes,2.818619179,2,150
60,fipronil,fipsulf,microsomes,2.892261352,3,150
90,fipronil,fipsulf,microsomes,3.395108251,1,150
90,fipronil,fipsulf,microsomes,3.493680617,2,150
90,fipronil,fipsulf,microsomes,3.346621743,3,150
0,fipronil,fipsulf,microsomes,0,1,200
0,fipronil,fipsulf,microsomes,0.139500206,2,200
0,fipronil,fipsulf,microsomes,0,3,200
15,fipronil,fipsulf,microsomes,0.921840151,1,200
15,fipronil,fipsulf,microsomes,1.265455207,2,200
15,fipronil,fipsulf,microsomes,0.083794693,3,200
30,fipronil,fipsulf,microsomes,1.758009212,1,200
30,fipronil,fipsulf,microsomes,1.131761977,2,200
30,fipronil,fipsulf,microsomes,2.14032494,3,200
60,fipronil,fipsulf,microsomes,3.119569212,1,200
60,fipronil,fipsulf,microsomes,5.219960219,2,200
60,fipronil,fipsulf,microsomes,3.68483357,3,200
90,fipronil,fipsulf,microsomes,4.382618411,1,200
90,fipronil,fipsulf,microsomes,4.121095689,2,200
90,fipronil,fipsulf,microsomes,4.42249183,3,200
0,fipronil,fipsulf,microsomes,0,1,250
0,fipronil,fipsulf,microsomes,0,2,250
0,fipronil,fipsulf,microsomes,0,3,250
15,fipronil,fipsulf,microsomes,0.688691412,1,250
15,fipronil,fipsulf,microsomes,0.680203691,2,250
15,fipronil,fipsulf,microsomes,0.671715969,3,250
30,fipronil,fipsulf,microsomes,1.128032043,1,250
30,fipronil,fipsulf,microsomes,1.057705208,2,250
30,fipronil,fipsulf,microsomes,1.0791266,3,250
60,fipronil,fipsulf,microsomes,1.670842039,1,250
60,fipronil,fipsulf,microsomes,1.655483305,2,250
60,fipronil,fipsulf,microsomes,1.672054571,3,250
90,fipronil,fipsulf,microsomes,2.11584115,1,250
90,fipronil,fipsulf,microsomes,2.394723427,2,250
90,fipronil,fipsulf,microsomes,2.276703681,3,250
0,fipronil,fipronil,microsomes,105.7355056,1,10
0,fipronil,fipronil,microsomes,71.31297707,2,10
0,fipronil,fipronil,microsomes,79.81665852,3,10
15,fipronil,fipronil,microsomes,7.601993848,1,10
15,fipronil,fipronil,microsomes,11.87171779,3,10
30,fipronil,fipronil,microsomes,8.347482218,1,10
30,fipronil,fipronil,microsomes,12.54233702,2,10
30,fipronil,fipronil,microsomes,9.213313367,3,10
60,fipronil,fipronil,microsomes,10.38856477,1,10
60,fipronil,fipronil,microsomes,12.36949156,2,10
60,fipronil,fipronil,microsomes,8.215365646,3,10
90,fipronil,fipronil,microsomes,11.17931895,1,10
90,fipronil,fipronil,microsomes,12.71923746,2,10
90,fipronil,fipronil,microsomes,9.99477721,3,10
0,fipronil,fipronil,microsomes,3.553166435,1,2.89
0,fipronil,fipronil,microsomes,2.185797914,2,2.89
0,fipronil,fipronil,microsomes,4.160901096,3,2.89
15,fipronil,fipronil,microsomes,0.961731316,1,2.89
15,fipronil,fipronil,microsomes,0.608701865,2,2.89
15,fipronil,fipronil,microsomes,2.021395291,3,2.89
30,fipronil,fipronil,microsomes,0.34095865,1,2.89
30,fipronil,fipronil,microsomes,1.416552854,2,2.89
30,fipronil,fipronil,microsomes,4.678731136,3,2.89
60,fipronil,fipronil,microsomes,1.597568113,1,2.89
60,fipronil,fipronil,microsomes,2.059112975,2,2.89
60,fipronil,fipronil,microsomes,4.336224939,3,2.89
90,fipronil,fipronil,microsomes,0.73593197,1,2.89
90,fipronil,fipronil,microsomes,1.01143428,2,2.89
90,fipronil,fipronil,microsomes,2.098949857,3,2.89
0,fipronil,fipronil,microsomes,285.0383486,1,50
0,fipronil,fipronil,microsomes,295.6872209,2,50
0,fipronil,fipronil,microsomes,261.2375276,3,50
15,fipronil,fipronil,microsomes,223.3849191,1,50
15,fipronil,fipronil,microsomes,19.09530124,2,50
15,fipronil,fipronil,microsomes,61.85004879,3,50
30,fipronil,fipronil,microsomes,76.72890033,1,50
30,fipronil,fipronil,microsomes,65.4447593,2,50
30,fipronil,fipronil,microsomes,59.88633813,3,50
60,fipronil,fipronil,microsomes,74.09066447,1,50
60,fipronil,fipronil,microsomes,65.54242812,2,50
60,fipronil,fipronil,microsomes,39.55208359,3,50
90,fipronil,fipronil,microsomes,66.15498564,1,50
90,fipronil,fipronil,microsomes,23.55175796,2,50
90,fipronil,fipronil,microsomes,58.25965938,3,50
0,fipronil,fipronil,microsomes,49.56034014,1,75
0,fipronil,fipronil,microsomes,49.17468426,2,75
0,fipronil,fipronil,microsomes,36.68866915,3,75
15,fipronil,fipronil,microsomes,35.05455395,1,75
15,fipronil,fipronil,microsomes,40.30349338,2,75
15,fipronil,fipronil,microsomes,44.1381674,3,75
30,fipronil,fipronil,microsomes,38.08049817,1,75
30,fipronil,fipronil,microsomes,38.34527612,2,75
30,fipronil,fipronil,microsomes,89.31881211,3,75
60,fipronil,fipronil,microsomes,40.27279664,2,75
60,fipronil,fipronil,microsomes,55.95173867,3,75
90,fipronil,fipronil,microsomes,37.82415225,1,75
90,fipronil,fipronil,microsomes,32.32010713,2,75
90,fipronil,fipronil,microsomes,45.93427684,3,75
0,fipronil,fipronil,microsomes,32.55124669,1,100
0,fipronil,fipronil,microsomes,72.28565415,2,100
0,fipronil,fipronil,microsomes,50.30200713,3,100
15,fipronil,fipronil,microsomes,65.75118371,1,100
15,fipronil,fipronil,microsomes,61.03836189,2,100
15,fipronil,fipronil,microsomes,86.42270417,3,100
30,fipronil,fipronil,microsomes,18.77293974,1,100
30,fipronil,fipronil,microsomes,84.04356305,2,100
30,fipronil,fipronil,microsomes,89.30314297,3,100
60,fipronil,fipronil,microsomes,60.95565287,1,100
60,fipronil,fipronil,microsomes,89.79580177,2,100
60,fipronil,fipronil,microsomes,90.59062961,3,100
90,fipronil,fipronil,microsomes,56.03613412,1,100
90,fipronil,fipronil,microsomes,94.58659729,2,100
90,fipronil,fipronil,microsomes,89.70085579,3,100
0,fipronil,fipronil,microsomes,58.45901219,1,125
0,fipronil,fipronil,microsomes,51.85481179,2,125
0,fipronil,fipronil,microsomes,53.89065136,3,125
15,fipronil,fipronil,microsomes,62.24891641,1,125
15,fipronil,fipronil,microsomes,54.68420677,2,125
15,fipronil,fipronil,microsomes,91.10795719,3,125
30,fipronil,fipronil,microsomes,51.66702524,1,125
30,fipronil,fipronil,microsomes,65.6950903,2,125
30,fipronil,fipronil,microsomes,112.1237445,3,125
60,fipronil,fipronil,microsomes,62.81350539,1,125
60,fipronil,fipronil,microsomes,74.14828799,2,125
60,fipronil,fipronil,microsomes,93.87631612,3,125
90,fipronil,fipronil,microsomes,59.80299767,1,125
90,fipronil,fipronil,microsomes,82.33654045,2,125
90,fipronil,fipronil,microsomes,89.20514072,3,125
0,fipronil,fipronil,microsomes,80.1226913,1,150
0,fipronil,fipronil,microsomes,96.90138648,2,150
0,fipronil,fipronil,microsomes,94.88883577,3,150
15,fipronil,fipronil,microsomes,37.15191594,1,150
15,fipronil,fipronil,microsomes,76.95257401,2,150
15,fipronil,fipronil,microsomes,82.83018255,3,150
30,fipronil,fipronil,microsomes,89.28298886,1,150
30,fipronil,fipronil,microsomes,103.9076465,2,150
30,fipronil,fipronil,microsomes,88.89209516,3,150
60,fipronil,fipronil,microsomes,75.20034761,1,150
60,fipronil,fipronil,microsomes,99.21349783,2,150
60,fipronil,fipronil,microsomes,86.10641447,3,150
90,fipronil,fipronil,microsomes,85.35534061,1,150
90,fipronil,fipronil,microsomes,86.89358929,2,150
90,fipronil,fipronil,microsomes,19.45762438,3,150
0,fipronil,fipronil,microsomes,161.3373216,1,200
0,fipronil,fipronil,microsomes,140.3753919,2,200
0,fipronil,fipronil,microsomes,143.641415,3,200
15,fipronil,fipronil,microsomes,143.5820327,1,200
15,fipronil,fipronil,microsomes,117.0381728,2,200
15,fipronil,fipronil,microsomes,105.3992543,3,200
30,fipronil,fipronil,microsomes,120.601107,1,200
30,fipronil,fipronil,microsomes,115.1379412,2,200
30,fipronil,fipronil,microsomes,126.1830373,3,200
60,fipronil,fipronil,microsomes,91.91948648,1,200
60,fipronil,fipronil,microsomes,106.6462813,2,200
60,fipronil,fipronil,microsomes,72.50149496,3,200
90,fipronil,fipronil,microsomes,112.4063583,1,200
90,fipronil,fipronil,microsomes,105.3992543,2,200
90,fipronil,fipronil,microsomes,111.7531537,3,200
0,fipronil,fipronil,microsomes,94.37993663,1,250
0,fipronil,fipronil,microsomes,113.4786371,2,250
0,fipronil,fipronil,microsomes,91.29136792,3,250
15,fipronil,fipronil,microsomes,105.2844752,1,250
15,fipronil,fipronil,microsomes,83.9166222,2,250
15,fipronil,fipronil,microsomes,57.25407999,3,250
30,fipronil,fipronil,microsomes,71.31021926,1,250
30,fipronil,fipronil,microsomes,93.93871253,2,250
30,fipronil,fipronil,microsomes,36.95777127,3,250
60,fipronil,fipronil,microsomes,77.4873567,1,250
60,fipronil,fipronil,microsomes,101.3134582,2,250
60,fipronil,fipronil,microsomes,91.54349597,3,250
90,fipronil,fipronil,microsomes,58.38865626,1,250
90,fipronil,fipronil,microsomes,74.14665992,2,250
90,fipronil,fipronil,microsomes,61.1620649,3,250
0,triadimefon,tdla,microsomes,0.776869584,1,0.68
0,triadimefon,tdla,microsomes,0.395237886,2,0.68
0,triadimefon,tdla,microsomes,2.220388898,3,0.68
15,triadimefon,tdla,microsomes,0.124349504,1,0.68
15,triadimefon,tdla,microsomes,0.14627783,2,0.68
15,triadimefon,tdla,microsomes,0.089752887,3,0.68
30,triadimefon,tdla,microsomes,0.107638677,1,0.68
30,triadimefon,tdla,microsomes,0.159434476,2,0.68
30,triadimefon,tdla,microsomes,0.159787554,3,0.68
60,triadimefon,tdla,microsomes,0.099828091,1,0.68
60,triadimefon,tdla,microsomes,0.225228369,2,0.68
60,triadimefon,tdla,microsomes,0.139329405,3,0.68
90,triadimefon,tdla,microsomes,0.072482112,1,0.68
90,triadimefon,tdla,microsomes,0.09994686,2,0.68
90,triadimefon,tdla,microsomes,0.061506341,3,0.68
0,triadimefon,tdla,microsomes,0.964686974,1,10
0,triadimefon,tdla,microsomes,0.95171618,2,10
0,triadimefon,tdla,microsomes,0.951349197,3,10
15,triadimefon,tdla,microsomes,0.562008549,1,10
15,triadimefon,tdla,microsomes,0.514503123,2,10
15,triadimefon,tdla,microsomes,0.553400833,3,10
30,triadimefon,tdla,microsomes,0.914781067,1,10
30,triadimefon,tdla,microsomes,0.896944628,2,10
30,triadimefon,tdla,microsomes,0.854682343,3,10
60,triadimefon,tdla,microsomes,0.640465968,1,10
60,triadimefon,tdla,microsomes,1.46510307,2,10
60,triadimefon,tdla,microsomes,1.529173181,3,10
90,triadimefon,tdla,microsomes,1.670981262,1,10
90,triadimefon,tdla,microsomes,1.594325825,2,10
90,triadimefon,tdla,microsomes,1.598291535,3,10
0,triadimefon,tdla,microsomes,0.504235051,1,2.89
0,triadimefon,tdla,microsomes,0.597387774,2,2.89
0,triadimefon,tdla,microsomes,0.684729101,3,2.89
15,triadimefon,tdla,microsomes,0.587769932,1,2.89
15,triadimefon,tdla,microsomes,0.500911907,2,2.89
15,triadimefon,tdla,microsomes,2.390614252,3,2.89
30,triadimefon,tdla,microsomes,0.732569141,1,2.89
30,triadimefon,tdla,microsomes,0.819349521,2,2.89
30,triadimefon,tdla,microsomes,0.882196657,3,2.89
60,triadimefon,tdla,microsomes,1.272480799,1,2.89
60,triadimefon,tdla,microsomes,1.332879865,2,2.89
60,triadimefon,tdla,microsomes,1.171215513,3,2.89
90,triadimefon,tdla,microsomes,1.284978616,1,2.89
90,triadimefon,tdla,microsomes,1.466507839,2,2.89
0,triadimefon,tdla,microsomes,4.958654666,1,50
0,triadimefon,tdla,microsomes,5.087523701,2,50
0,triadimefon,tdla,microsomes,4.465832565,3,50
15,triadimefon,tdla,microsomes,2.366202494,1,50
15,triadimefon,tdla,microsomes,2.316676352,2,50
15,triadimefon,tdla,microsomes,2.98040696,3,50
30,triadimefon,tdla,microsomes,2.746818134,1,50
30,triadimefon,tdla,microsomes,3.431666105,2,50
30,triadimefon,tdla,microsomes,3.294563534,3,50
60,triadimefon,tdla,microsomes,3.820882667,1,50
60,triadimefon,tdla,microsomes,4.627112685,2,50
60,triadimefon,tdla,microsomes,4.219456142,3,50
90,triadimefon,tdla,microsomes,4.7035697,1,50
90,triadimefon,tdla,microsomes,4.419483485,2,50
90,triadimefon,tdla,microsomes,4.677842802,3,50
0,triadimefon,tdla,microsomes,2.568919585,1,75
0,triadimefon,tdla,microsomes,2.306987426,2,75
0,triadimefon,tdla,microsomes,2.580318005,3,75
15,triadimefon,tdla,microsomes,2.219185884,1,75
15,triadimefon,tdla,microsomes,2.155328801,2,75
15,triadimefon,tdla,microsomes,2.202708256,3,75
30,triadimefon,tdla,microsomes,2.811019032,1,75
30,triadimefon,tdla,microsomes,2.229132105,2,75
30,triadimefon,tdla,microsomes,2.319209877,3,75
60,triadimefon,tdla,microsomes,3.438186485,1,75
60,triadimefon,tdla,microsomes,3.239731804,2,75
60,triadimefon,tdla,microsomes,3.112249253,3,75
90,triadimefon,tdla,microsomes,3.973569475,1,75
90,triadimefon,tdla,microsomes,3.922150065,2,75
90,triadimefon,tdla,microsomes,3.990347195,3,75
0,triadimefon,tdla,microsomes,3.426769825,1,100
0,triadimefon,tdla,microsomes,4.801627038,2,100
0,triadimefon,tdla,microsomes,5.167321476,3,100
15,triadimefon,tdla,microsomes,2.973173898,1,100
15,triadimefon,tdla,microsomes,4.278761105,2,100
15,triadimefon,tdla,microsomes,5.203600328,3,100
30,triadimefon,tdla,microsomes,3.752087918,1,100
30,triadimefon,tdla,microsomes,4.489689601,2,100
30,triadimefon,tdla,microsomes,4.3820044,3,100
60,triadimefon,tdla,microsomes,4.18858056,1,100
60,triadimefon,tdla,microsomes,4.787062374,2,100
60,triadimefon,tdla,microsomes,4.819935077,3,100
90,triadimefon,tdla,microsomes,5.229225315,1,100
90,triadimefon,tdla,microsomes,5.541134166,2,100
90,triadimefon,tdla,microsomes,5.363637277,3,100
0,triadimefon,tdla,microsomes,2.777271491,1,125
0,triadimefon,tdla,microsomes,5.313869486,2,125
0,triadimefon,tdla,microsomes,5.064521305,3,125
15,triadimefon,tdla,microsomes,3.664975002,1,125
15,triadimefon,tdla,microsomes,5.128116042,2,125
15,triadimefon,tdla,microsomes,3.342678541,3,125
30,triadimefon,tdla,microsomes,3.909877303,1,125
30,triadimefon,tdla,microsomes,3.131834777,2,125
30,triadimefon,tdla,microsomes,6.184369077,3,125
60,triadimefon,tdla,microsomes,5.034115174,1,125
60,triadimefon,tdla,microsomes,6.997125798,2,125
60,triadimefon,tdla,microsomes,5.513028895,3,125
90,triadimefon,tdla,microsomes,5.609126979,1,125
90,triadimefon,tdla,microsomes,6.565737598,2,125
90,triadimefon,tdla,microsomes,6.051117386,3,125
0,triadimefon,tdla,microsomes,4.971974528,1,150
0,triadimefon,tdla,microsomes,4.282559204,2,150
0,triadimefon,tdla,microsomes,4.289935015,3,150
15,triadimefon,tdla,microsomes,4.690841414,1,150
15,triadimefon,tdla,microsomes,4.417155339,2,150
15,triadimefon,tdla,microsomes,6.21277087,3,150
30,triadimefon,tdla,microsomes,3.839544319,1,150
30,triadimefon,tdla,microsomes,4.519625245,2,150
30,triadimefon,tdla,microsomes,6.760429619,3,150
60,triadimefon,tdla,microsomes,7.2240805,1,150
60,triadimefon,tdla,microsomes,3.468203577,2,150
60,triadimefon,tdla,microsomes,4.462789205,3,150
90,triadimefon,tdla,microsomes,8.035064896,1,150
90,triadimefon,tdla,microsomes,8.748204845,2,150
90,triadimefon,tdla,microsomes,7.504701282,3,150
0,triadimefon,tdla,microsomes,13.83186168,1,250
0,triadimefon,tdla,microsomes,18.22611755,3,250
15,triadimefon,tdla,microsomes,17.81066063,1,250
15,triadimefon,tdla,microsomes,14.08273374,3,250
30,triadimefon,tdla,microsomes,20.76679639,1,250
30,triadimefon,tdla,microsomes,16.9957259,3,250
60,triadimefon,tdla,microsomes,18.08230553,1,250
60,triadimefon,tdla,microsomes,16.51635254,2,250
60,triadimefon,tdla,microsomes,17.9065353,3,250
90,triadimefon,tdla,microsomes,19.61630031,1,250
90,triadimefon,tdla,microsomes,17.39520371,3,250
0,triadimefon,tdlb,microsomes,0.285757105,1,0.68
0,triadimefon,tdlb,microsomes,0.146483192,2,0.68
0,triadimefon,tdlb,microsomes,0.792173926,3,0.68
15,triadimefon,tdlb,microsomes,0.159849035,1,0.68
15,triadimefon,tdlb,microsomes,0.171671782,2,0.68
15,triadimefon,tdlb,microsomes,0.137258352,3,0.68
30,triadimefon,tdlb,microsomes,0.135498718,1,0.68
30,triadimefon,tdlb,microsomes,0.166579942,2,0.68
30,triadimefon,tdlb,microsomes,0.160555121,3,0.68
60,triadimefon,tdlb,microsomes,0.085155894,1,0.68
60,triadimefon,tdlb,microsomes,0.137641779,2,0.68
60,triadimefon,tdlb,microsomes,0.101223849,3,0.68
90,triadimefon,tdlb,microsomes,0.041122976,1,0.68
90,triadimefon,tdlb,microsomes,0.056120989,2,0.68
90,triadimefon,tdlb,microsomes,0.040770384,3,0.68
0,triadimefon,tdlb,microsomes,0.525255948,1,10
0,triadimefon,tdlb,microsomes,0.525187009,2,10
0,triadimefon,tdlb,microsomes,0.531029336,3,10
15,triadimefon,tdlb,microsomes,0.540578005,1,10
15,triadimefon,tdlb,microsomes,0.535327972,2,10
15,triadimefon,tdlb,microsomes,0.549947891,3,10
30,triadimefon,tdlb,microsomes,0.963906807,1,10
30,triadimefon,tdlb,microsomes,0.939249694,2,10
30,triadimefon,tdlb,microsomes,0.8832653,3,10
60,triadimefon,tdlb,microsomes,0.462660817,1,10
60,triadimefon,tdlb,microsomes,1.424227752,2,10
60,triadimefon,tdlb,microsomes,1.466547242,3,10
90,triadimefon,tdlb,microsomes,1.470094516,1,10
90,triadimefon,tdlb,microsomes,1.424845158,2,10
90,triadimefon,tdlb,microsomes,1.471282702,3,10
0,triadimefon,tdlb,microsomes,0.200115219,1,2.89
0,triadimefon,tdlb,microsomes,0.242152252,2,2.89
0,triadimefon,tdlb,microsomes,0.309582528,3,2.89
15,triadimefon,tdlb,microsomes,0.502687773,1,2.89
15,triadimefon,tdlb,microsomes,0.443748362,2,2.89
15,triadimefon,tdlb,microsomes,1.739413295,3,2.89
30,triadimefon,tdlb,microsomes,0.631006803,1,2.89
30,triadimefon,tdlb,microsomes,0.676925019,2,2.89
30,triadimefon,tdlb,microsomes,0.712219102,3,2.89
60,triadimefon,tdlb,microsomes,0.887492395,1,2.89
60,triadimefon,tdlb,microsomes,0.922424215,2,2.89
60,triadimefon,tdlb,microsomes,0.774293903,3,2.89
90,triadimefon,tdlb,microsomes,0.733501521,1,2.89
90,triadimefon,tdlb,microsomes,0.837366651,2,2.89
90,triadimefon,tdlb,microsomes,0.76078022,3,2.89
0,triadimefon,tdlb,microsomes,3.951483646,1,50
0,triadimefon,tdlb,microsomes,3.997004582,2,50
0,triadimefon,tdlb,microsomes,3.271884585,3,50
15,triadimefon,tdlb,microsomes,2.598887073,1,50
15,triadimefon,tdlb,microsomes,2.355603277,2,50
15,triadimefon,tdlb,microsomes,3.141649164,3,50
30,triadimefon,tdlb,microsomes,3.674320887,1,50
30,triadimefon,tdlb,microsomes,4.289723095,2,50
30,triadimefon,tdlb,microsomes,4.280136564,3,50
60,triadimefon,tdlb,microsomes,6.243599629,1,50
60,triadimefon,tdlb,microsomes,6.734010485,2,50
60,triadimefon,tdlb,microsomes,6.361017452,3,50
90,triadimefon,tdlb,microsomes,7.195467955,1,50
90,triadimefon,tdlb,microsomes,6.834134189,2,50
90,triadimefon,tdlb,microsomes,6.9532999,3,50
0,triadimefon,tdlb,microsomes,1.941666948,1,75
0,triadimefon,tdlb,microsomes,1.681717791,2,75
0,triadimefon,tdlb,microsomes,1.73936846,3,75
15,triadimefon,tdlb,microsomes,2.526757358,1,75
15,triadimefon,tdlb,microsomes,2.313637237,2,75
15,triadimefon,tdlb,microsomes,2.49086012,3,75
30,triadimefon,tdlb,microsomes,3.789628052,1,75
30,triadimefon,tdlb,microsomes,3.174642429,2,75
30,triadimefon,tdlb,microsomes,3.191438558,3,75
60,triadimefon,tdlb,microsomes,5.432233942,1,75
60,triadimefon,tdlb,microsomes,4.969157891,2,75
60,triadimefon,tdlb,microsomes,5.064503301,3,75
90,triadimefon,tdlb,microsomes,6.712664257,1,75
90,triadimefon,tdlb,microsomes,6.597464296,2,75
90,triadimefon,tdlb,microsomes,6.484914,3,75
0,triadimefon,tdlb,microsomes,2.204827173,1,100
0,triadimefon,tdlb,microsomes,3.695255037,2,100
0,triadimefon,tdlb,microsomes,4.217693628,3,100
15,triadimefon,tdlb,microsomes,2.987986855,1,100
15,triadimefon,tdlb,microsomes,4.62322369,2,100
15,triadimefon,tdlb,microsomes,5.738654903,3,100
30,triadimefon,tdlb,microsomes,5.010985215,1,100
30,triadimefon,tdlb,microsomes,6.920302664,2,100
30,triadimefon,tdlb,microsomes,6.308852644,3,100
60,triadimefon,tdlb,microsomes,8.11715413,1,100
60,triadimefon,tdlb,microsomes,8.804687457,2,100
60,triadimefon,tdlb,microsomes,8.950282552,3,100
90,triadimefon,tdlb,microsomes,10.81651263,1,100
90,triadimefon,tdlb,microsomes,11.45788264,2,100
90,triadimefon,tdlb,microsomes,11.01782631,3,100
0,triadimefon,tdlb,microsomes,2.580796931,1,125
0,triadimefon,tdlb,microsomes,4.589962599,2,125
0,triadimefon,tdlb,microsomes,4.339108289,3,125
15,triadimefon,tdlb,microsomes,4.759629498,1,125
15,triadimefon,tdlb,microsomes,6.081131385,2,125
15,triadimefon,tdlb,microsomes,4.761075887,3,125
30,triadimefon,tdlb,microsomes,6.970865526,1,125
30,triadimefon,tdlb,microsomes,5.864292522,2,125
30,triadimefon,tdlb,microsomes,8.990170569,3,125
60,triadimefon,tdlb,microsomes,10.29254833,1,125
60,triadimefon,tdlb,microsomes,11.89986315,2,125
60,triadimefon,tdlb,microsomes,10.55439287,3,125
90,triadimefon,tdlb,microsomes,12.66145718,1,125
90,triadimefon,tdlb,microsomes,13.84087365,2,125
90,triadimefon,tdlb,microsomes,12.77355717,3,125
0,triadimefon,tdlb,microsomes,4.642200138,1,150
0,triadimefon,tdlb,microsomes,4.107381982,2,150
0,triadimefon,tdlb,microsomes,3.642209544,3,150
15,triadimefon,tdlb,microsomes,6.090475637,1,150
15,triadimefon,tdlb,microsomes,5.80525893,2,150
15,triadimefon,tdlb,microsomes,8.98551562,3,150
30,triadimefon,tdlb,microsomes,6.941039356,1,150
30,triadimefon,tdlb,microsomes,7.206821805,2,150
30,triadimefon,tdlb,microsomes,10.94796175,3,150
60,triadimefon,tdlb,microsomes,13.80091931,1,150
60,triadimefon,tdlb,microsomes,7.457397291,2,150
60,triadimefon,tdlb,microsomes,9.668427529,3,150
90,triadimefon,tdlb,microsomes,16.81467648,1,150
90,triadimefon,tdlb,microsomes,18.96446187,2,150
90,triadimefon,tdlb,microsomes,16.539466,3,150
0,triadimefon,tdlb,microsomes,19.16500098,1,250
0,triadimefon,tdlb,microsomes,25.91267967,3,250
15,triadimefon,tdlb,microsomes,22.19280552,1,250
15,triadimefon,tdlb,microsomes,17.62020275,3,250
30,triadimefon,tdlb,microsomes,24.15778887,1,250
30,triadimefon,tdlb,microsomes,20.49970666,3,250
60,triadimefon,tdlb,microsomes,25.33183553,1,250
60,triadimefon,tdlb,microsomes,23.63873667,2,250
60,triadimefon,tdlb,microsomes,25.85088774,3,250
90,triadimefon,tdlb,microsomes,28.34728168,1,250
90,triadimefon,tdlb,microsomes,25.77673742,3,250
0,triadimefon,triadimefon,microsomes,0.491983075,1,0.68082
0,triadimefon,triadimefon,microsomes,0.401196591,2,0.68082
0,triadimefon,triadimefon,microsomes,0.426789449,3,0.68082
15,triadimefon,triadimefon,microsomes,0.399443695,1,0.68082
15,triadimefon,triadimefon,microsomes,0.42224169,2,0.68082
15,triadimefon,triadimefon,microsomes,0.36799564,3,0.68082
30,triadimefon,triadimefon,microsomes,0.335043095,1,0.68082
30,triadimefon,triadimefon,microsomes,0.307545884,2,0.68082
30,triadimefon,triadimefon,microsomes,0.33049829,3,0.68082
60,triadimefon,triadimefon,microsomes,0.298781298,1,0.68082
60,triadimefon,triadimefon,microsomes,0.300851183,2,0.68082
60,triadimefon,triadimefon,microsomes,0.297372843,3,0.68082
90,triadimefon,triadimefon,microsomes,0.30988245,1,0.68082
90,triadimefon,triadimefon,microsomes,0.29724505,2,0.68082
90,triadimefon,triadimefon,microsomes,0.293730776,3,0.68082
0,triadimefon,triadimefon,microsomes,1.66496797,1,10
0,triadimefon,triadimefon,microsomes,1.809450976,2,10
0,triadimefon,triadimefon,microsomes,2.047584443,3,10
15,triadimefon,triadimefon,microsomes,3.796829723,1,10
15,triadimefon,triadimefon,microsomes,3.995422538,2,10
15,triadimefon,triadimefon,microsomes,4.084402023,3,10
30,triadimefon,triadimefon,microsomes,3.689670522,1,10
30,triadimefon,triadimefon,microsomes,3.770627455,2,10
30,triadimefon,triadimefon,microsomes,3.708045842,3,10
60,triadimefon,triadimefon,microsomes,2.923805377,2,10
60,triadimefon,triadimefon,microsomes,2.81999575,3,10
90,triadimefon,triadimefon,microsomes,1.627429272,1,10
90,triadimefon,triadimefon,microsomes,1.556106647,2,10
90,triadimefon,triadimefon,microsomes,1.615639352,3,10
0,triadimefon,triadimefon,microsomes,0.953124823,1,2.89
0,triadimefon,triadimefon,microsomes,0.851227037,2,2.89
0,triadimefon,triadimefon,microsomes,0.735830293,3,2.89
15,triadimefon,triadimefon,microsomes,1.438977536,1,2.89
15,triadimefon,triadimefon,microsomes,1.147878572,2,2.89
15,triadimefon,triadimefon,microsomes,1.273836719,3,2.89
30,triadimefon,triadimefon,microsomes,1.170628317,1,2.89
30,triadimefon,triadimefon,microsomes,1.153347335,2,2.89
30,triadimefon,triadimefon,microsomes,0.90609785,3,2.89
60,triadimefon,triadimefon,microsomes,0.796555881,1,2.89
60,triadimefon,triadimefon,microsomes,0.724314066,2,2.89
60,triadimefon,triadimefon,microsomes,0.705525399,3,2.89
90,triadimefon,triadimefon,microsomes,0.684015583,1,2.89
90,triadimefon,triadimefon,microsomes,0.645877009,2,2.89
90,triadimefon,triadimefon,microsomes,0.633912406,3,2.89
0,triadimefon,triadimefon,microsomes,24.40802225,1,50
0,triadimefon,triadimefon,microsomes,24.82657815,2,50
0,triadimefon,triadimefon,microsomes,23.72724558,3,50
15,triadimefon,triadimefon,microsomes,25.6223204,1,50
15,triadimefon,triadimefon,microsomes,24.15898057,2,50
15,triadimefon,triadimefon,microsomes,24.97516518,3,50
30,triadimefon,triadimefon,microsomes,26.62994332,2,50
30,triadimefon,triadimefon,microsomes,26.25228145,3,50
60,triadimefon,triadimefon,microsomes,25.95782864,2,50
60,triadimefon,triadimefon,microsomes,28.59868326,3,50
90,triadimefon,triadimefon,microsomes,22.32352998,1,50
90,triadimefon,triadimefon,microsomes,22.61126729,2,50
90,triadimefon,triadimefon,microsomes,22.93204565,3,50
0,triadimefon,triadimefon,microsomes,40.78378417,1,75
0,triadimefon,triadimefon,microsomes,39.14533446,2,75
0,triadimefon,triadimefon,microsomes,37.19980911,3,75
15,triadimefon,triadimefon,microsomes,39.60290919,1,75
15,triadimefon,triadimefon,microsomes,36.37647057,2,75
15,triadimefon,triadimefon,microsomes,38.41537648,3,75
30,triadimefon,triadimefon,microsomes,41.36228948,1,75
30,triadimefon,triadimefon,microsomes,39.60347726,2,75
